N,t_disc,d_model,nhead,num_layers,dim_f,dropout,max_epochs,best_epoch,best_val,test_mse,test_mae
1000,100,32,1,1,64,0.1,160,131,0.0011859826603904367,0.0009972834400832653,0.023555788099765777
1000,100,32,1,1,128,0.1,160,107,0.0025280007999390363,0.0031170985754579304,0.04130442589521408
1000,100,32,1,1,256,0.1,160,146,0.0015985471196472644,0.0015739112533628941,0.030712525248527526
1000,100,32,1,1,512,0.1,160,122,0.001408653762191534,0.0013777341693639756,0.027576774060726165
1000,100,32,1,2,64,0.1,160,118,0.001378197455778718,0.001436184833291918,0.02944850653409958
1000,100,32,1,2,128,0.1,160,105,0.0014555524662137032,0.0014482752978801727,0.028214276731014253
1000,100,32,1,2,256,0.1,160,80,0.001913734208792448,0.002514510490000248,0.03470542579889298
1000,100,32,1,2,512,0.1,160,87,0.004770665429532528,0.00438489368185401,0.05512568950653076
1000,100,32,1,3,64,0.1,160,117,0.0020923829078674317,0.0024700032640248538,0.03094909220933914
1000,100,32,1,3,128,0.1,160,114,0.0016519993636757136,0.0015992182260379196,0.029222129881381988
1000,100,32,1,3,256,0.1,160,95,0.002301209922879934,0.0022056386433541774,0.037978382110595704
1000,100,32,1,3,512,0.1,160,30,2.3114301919937135,2.236176290512085,1.290159502029419
1000,100,32,1,4,64,0.1,160,124,0.0003941718675196171,0.00047687603859230876,0.01641267240047455
1000,100,32,1,4,128,0.1,160,23,2.0053069496154787,2.793736057281494,1.4219275093078614
1000,100,32,1,4,256,0.1,160,133,0.011690529510378838,0.014718274883925915,0.09284358501434326
1000,100,32,1,4,512,0.1,160,157,0.5822494745254516,0.5435574078559875,0.4860857391357422
1000,100,32,2,1,64,0.1,160,121,0.0008705379441380501,0.000815349742770195,0.02028401881456375
1000,100,32,2,1,128,0.1,160,91,0.0032847521081566813,0.003713515205308795,0.04781355530023575
1000,100,32,2,1,256,0.1,160,126,0.0015880332514643669,0.0015500777866691352,0.02981252461671829
1000,100,32,2,1,512,0.1,160,45,0.0017058125883340836,0.002052951231598854,0.03272587060928345
1000,100,32,2,2,64,0.1,160,79,0.0006051597878104076,0.0008294704975560308,0.01803611695766449
1000,100,32,2,2,128,0.1,160,134,0.0015889499336481094,0.001556314304471016,0.027393101155757903
1000,100,32,2,2,256,0.1,160,87,0.002668058518320322,0.0026424466259777546,0.04147807568311691
1000,100,32,2,2,512,0.1,160,124,0.0013114472385495901,0.001297978814691305,0.03090290427207947
1000,100,32,2,3,64,0.1,160,105,0.000879141790792346,0.001052574934437871,0.023087592124938966
1000,100,32,2,3,128,0.1,160,127,0.0011729403072968125,0.0012189754284918307,0.027265219092369078
1000,100,32,2,3,256,0.1,160,112,0.0019389201886951923,0.0021224763384088876,0.03501307815313339
1000,100,32,2,3,512,0.1,160,113,0.0022241103462874888,0.0019510137382894755,0.0340578618645668
1000,100,32,2,4,64,0.1,160,106,0.002181349191814661,0.0018572532944381237,0.03318351149559021
1000,100,32,2,4,128,0.1,160,41,2.6701064491271973,2.6315354537963866,1.137886748313904
1000,100,32,2,4,256,0.1,160,30,0.8655896711349488,0.8524816179275513,0.7461346244812012
1000,100,32,2,4,512,0.1,160,92,0.9406640028953552,0.8869265365600586,0.7979969882965088
1000,100,32,4,1,64,0.1,160,117,0.0011478101788088679,0.0009745137649588287,0.025126284062862395
1000,100,32,4,1,128,0.1,160,71,0.002833778606727719,0.002805611211806536,0.04286792874336243
1000,100,32,4,1,256,0.1,160,63,0.0015445186523720621,0.0016223904583603144,0.0318863707780838
1000,100,32,4,1,512,0.1,160,126,0.0011010427447035909,0.0010680936358403415,0.026721096038818358
1000,100,32,4,2,64,0.1,160,89,0.0012710434524342417,0.0012013397295959293,0.024566141963005064
1000,100,32,4,2,128,0.1,160,121,0.0013886634819209576,0.0012631413154304027,0.028510680496692656
1000,100,32,4,2,256,0.1,160,101,0.001205254876986146,0.0011768755968660117,0.027690300643444063
1000,100,32,4,2,512,0.1,160,110,0.0008132669841870666,0.0006930732564069331,0.020637466609477996
1000,100,32,4,3,64,0.1,160,109,0.001078423373401165,0.001176249599084258,0.0287406262755394
1000,100,32,4,3,128,0.1,160,89,0.0013912351289764046,0.001244494691491127,0.02732881426811218
1000,100,32,4,3,256,0.1,160,102,0.0009798799175769091,0.0009942567767575383,0.025862602293491365
1000,100,32,4,3,512,0.1,160,118,0.0021053077559918167,0.001983308121562004,0.03460730642080307
1000,100,32,4,4,64,0.1,160,101,0.0014196947868913411,0.0014910172764211894,0.03296960860490799
1000,100,32,4,4,128,0.1,160,104,0.0008598673483356834,0.0007622428191825747,0.021386974155902863
1000,100,32,4,4,256,0.1,160,137,0.0012869347725063562,0.0011309028277173639,0.0261884942650795
1000,100,32,4,4,512,0.1,160,42,7.121168899536133,6.934281539916992,2.2380341625213624
1000,100,32,8,1,64,0.1,160,89,0.0010665539931505917,0.0009427074855193495,0.020533636212348938
1000,100,32,8,1,128,0.1,160,91,0.001899769976735115,0.0019050825387239457,0.036735107004642484
1000,100,32,8,1,256,0.1,160,80,0.0014647887460887432,0.0014743074914440513,0.02919149965047836
1000,100,32,8,1,512,0.1,160,120,0.001068910607136786,0.00108340366743505,0.026148646473884582
1000,100,32,8,2,64,0.1,160,100,0.0009044632874429226,0.000852441897150129,0.02155229151248932
1000,100,32,8,2,128,0.1,160,91,0.0011448849085718394,0.0009687444334849716,0.021341562569141388
1000,100,32,8,2,256,0.1,160,95,0.0013253132766112685,0.0011470753862522541,0.026007674634456635
1000,100,32,8,2,512,0.1,160,86,0.0009902464039623737,0.0008108193147927523,0.0207006099820137
1000,100,32,8,3,64,0.1,160,127,0.0016768973134458065,0.0014383348636329174,0.029695399403572083
1000,100,32,8,3,128,0.1,160,91,0.0009255295665934682,0.0010359358275309205,0.026163375675678252
1000,100,32,8,3,256,0.1,160,108,0.001107339528389275,0.000972895729355514,0.0237295001745224
1000,100,32,8,3,512,0.1,160,82,0.17339819222688674,0.22045690059661865,0.36920616507530213
1000,100,32,8,4,64,0.1,160,127,0.0017360673472285272,0.0015848990343511104,0.030212060511112214
1000,100,32,8,4,128,0.1,160,24,4.241017646789551,4.029651832580567,1.5543554306030274
1000,100,32,8,4,256,0.1,160,125,0.005130292885005474,0.0044288279116153715,0.04864485889673233
1000,100,32,8,4,512,0.1,160,155,0.016121891289949418,0.01712169449776411,0.10229425877332687
1000,100,64,1,1,64,0.1,160,140,0.0009460070030763746,0.001072549605742097,0.028139217793941497
1000,100,64,1,1,128,0.1,160,111,0.001022127168253064,0.0011646635551005602,0.026246699690818786
1000,100,64,1,1,256,0.1,160,103,0.001633100062608719,0.0015923523111268877,0.030625281035900117
1000,100,64,1,1,512,0.1,160,126,0.0010083316313102841,0.0011229103570804,0.0280282399058342
1000,100,64,1,2,64,0.1,160,92,0.000487808755133301,0.0005021245591342449,0.01631171852350235
1000,100,64,1,2,128,0.1,160,133,0.0009704165393486619,0.001078213299624622,0.02499502807855606
1000,100,64,1,2,256,0.1,160,86,0.000993909640237689,0.0009954959340393544,0.025359414219856262
1000,100,64,1,2,512,0.1,160,114,0.0004659936367534101,0.0004929717630147934,0.017265299260616304
1000,100,64,1,3,64,0.1,160,117,0.0003208626783452928,0.0003676917846314609,0.015853418707847594
1000,100,64,1,3,128,0.1,160,99,0.0007826727733481675,0.0011082037212327123,0.023707091808319092
1000,100,64,1,3,256,0.1,160,18,1.7431693077087402,2.066030435562134,1.2529820013046264
1000,100,64,1,3,512,0.1,160,115,0.0009786438941955565,0.0010002054600045085,0.023504247963428496
1000,100,64,1,4,64,0.1,160,54,0.004283055067062378,0.005177117735147476,0.06386046081781388
1000,100,64,1,4,128,0.1,160,15,2.7611172008514404,2.7626713943481445,1.3536427211761475
1000,100,64,1,4,256,0.1,160,27,2.8701890182495116,2.6538840675354005,1.2911690664291382
1000,100,64,1,4,512,0.1,160,34,2.588603038787842,2.9928641891479493,1.370759081840515
1000,100,64,2,1,64,0.1,160,85,0.0003822994022630155,0.000427443862427026,0.016380214095115662
1000,100,64,2,1,128,0.1,160,120,0.0006464506266638636,0.000609913570806384,0.019058209657669068
1000,100,64,2,1,256,0.1,160,134,0.0009336983878165484,0.0009265791345387697,0.02431801676750183
1000,100,64,2,1,512,0.1,160,114,0.0007104140380397439,0.000671260308008641,0.021442391872406007
1000,100,64,2,2,64,0.1,160,127,0.00023870208999142052,0.0002570214564912021,0.009670532047748566
1000,100,64,2,2,128,0.1,160,119,0.0008149899821728468,0.000781505627091974,0.021511290073394775
1000,100,64,2,2,256,0.1,160,98,0.0005345824011601508,0.0005774442479014397,0.018745618760585784
1000,100,64,2,2,512,0.1,160,107,0.0005388213507831097,0.0005336174345575273,0.017705028653144838
1000,100,64,2,3,64,0.1,160,61,0.0010954100452363492,0.0012559159938246012,0.025642049610614778
1000,100,64,2,3,128,0.1,160,97,0.003932134360074997,0.004029703699052334,0.05018843650817871
1000,100,64,2,3,256,0.1,160,105,0.0008226179610937834,0.0010839355923235416,0.022874747216701508
1000,100,64,2,3,512,0.1,160,24,0.045465268194675446,0.04201659202575683,0.16465945065021514
1000,100,64,2,4,64,0.1,160,73,0.0011294839717447757,0.0010034895967692137,0.026224759817123414
1000,100,64,2,4,128,0.1,160,10,0.911227616071701,1.1677488470077515,0.9356900691986084
1000,100,64,2,4,256,0.1,160,6,7.179189758300781,7.099684257507324,2.248051853179932
1000,100,64,2,4,512,0.1,160,149,0.3970135319232941,0.3771033215522766,0.4809770679473877
1000,100,64,4,1,64,0.1,160,102,0.00028731537517160175,0.000359760052524507,0.014400303959846497
1000,100,64,4,1,128,0.1,160,118,0.0006766692828387022,0.0008392238430678844,0.020451581478118895
1000,100,64,4,1,256,0.1,160,104,0.000813520047813654,0.0009346229489892721,0.023226262629032136
1000,100,64,4,1,512,0.1,160,71,0.0009431321779266,0.0009849629225209355,0.025567797124385835
1000,100,64,4,2,64,0.1,160,87,0.0003448043332900852,0.00031705895788036286,0.013157314956188201
1000,100,64,4,2,128,0.1,160,122,0.000292876111343503,0.0002748422371223569,0.013503517806529999
1000,100,64,4,2,256,0.1,160,99,0.0005643135239370167,0.0006275562336668372,0.019396633803844453
1000,100,64,4,2,512,0.1,160,123,0.00038547468837350605,0.00045371580170467497,0.01603742450475693
1000,100,64,4,3,64,0.1,160,117,0.000265838203340536,0.0002787733648438007,0.011698303818702698
1000,100,64,4,3,128,0.1,160,54,0.0008321172092109919,0.001036056992597878,0.026214402616024018
1000,100,64,4,3,256,0.1,160,101,0.002234377912245691,0.0027283676434308292,0.040198341608047486
1000,100,64,4,3,512,0.1,160,131,0.016449779719114304,0.018565547280013563,0.11468292742967606
1000,100,64,4,4,64,0.1,160,81,0.0015097892843186854,0.00149867064319551,0.0318670243024826
1000,100,64,4,4,128,0.1,160,126,0.8091937971115112,0.7913412475585937,0.7497590684890747
1000,100,64,4,4,256,0.1,160,17,4.614001579284668,4.393527069091797,1.663345184326172
1000,100,64,4,4,512,0.1,160,132,0.8967575550079345,0.898628568649292,0.7651224708557129
1000,100,64,8,1,64,0.1,160,94,0.0002974531496874988,0.0003147807577624917,0.013929928243160248
1000,100,64,8,1,128,0.1,160,134,0.0004219218285288662,0.0004495676700025797,0.015820354521274567
1000,100,64,8,1,256,0.1,160,78,0.0008912885608151556,0.000930434474721551,0.02292422980070114
1000,100,64,8,1,512,0.1,160,114,0.0004768988769501448,0.0005789169156923891,0.017530973702669143
1000,100,64,8,2,64,0.1,160,44,0.0014438245166093111,0.0015863604377955199,0.03090757042169571
1000,100,64,8,2,128,0.1,160,89,0.0004055497492663562,0.0004187646182253957,0.014430265724658966
1000,100,64,8,2,256,0.1,160,74,0.00052333053201437,0.0007313195429742336,0.01772643342614174
1000,100,64,8,2,512,0.1,160,102,0.0005142528365831823,0.0005802779947407543,0.01864060580730438
1000,100,64,8,3,64,0.1,160,28,0.006644948087632656,0.0075000647827982905,0.07404516726732253
1000,100,64,8,3,128,0.1,160,114,0.0004282767651602626,0.0005366018088534475,0.016861936450004576
1000,100,64,8,3,256,0.1,160,98,0.0008270284626632929,0.0009244432346895337,0.02197882443666458
1000,100,64,8,3,512,0.1,160,138,0.0006600992649327963,0.0007196063315495849,0.02208505034446716
1000,100,64,8,4,64,0.1,160,63,0.0017900980496779084,0.0017827695608139038,0.03747450977563858
1000,100,64,8,4,128,0.1,160,75,0.0008275789231993258,0.0007995291706174612,0.02213350236415863
1000,100,64,8,4,256,0.1,160,130,0.0013326963502913714,0.0013052417943254114,0.02659263163805008
1000,100,64,8,4,512,0.1,160,11,7.178352661132813,7.105875930786133,2.2481594467163086
1000,100,128,1,1,64,0.1,160,123,0.8774961945414543,1.0308906948566436,0.49073642134666445
1000,100,128,1,1,128,0.1,160,139,0.004939632285386324,0.0038748236373066904,0.04707980126142502
1000,100,128,1,1,256,0.1,160,115,0.0010325718438252806,0.0011277645314112306,0.028044587075710295
1000,100,128,1,1,512,0.1,160,106,0.0007907948642969132,0.0006893689185380936,0.020235742926597595
1000,100,128,1,2,64,0.1,160,19,3.5000948333740234,3.303138484954834,1.340445442199707
1000,100,128,1,2,128,0.1,160,140,1.1915036010742188,0.9560146141052246,0.6814775514602661
1000,100,128,1,2,256,0.1,160,137,0.006632873453199863,0.008165436098352075,0.06440725535154343
1000,100,128,1,2,512,0.1,160,32,1.7435038375854492,2.593752908706665,1.317422308921814
1000,100,128,1,3,64,0.1,160,3,7.169812240600586,7.1064527893066405,2.246427631378174
1000,100,128,1,3,128,0.1,160,8,7.178144264221191,7.107314414978028,2.2481416606903077
1000,100,128,1,3,256,0.1,160,4,5.645844497680664,5.6520147705078125,1.9445046615600585
1000,100,128,1,3,512,0.1,160,53,7.178609008789063,7.104029541015625,2.2481576347351075
1000,100,128,1,4,64,0.1,160,21,7.175948867797851,7.1192917633056645,2.2471067905426025
1000,100,128,1,4,128,0.1,160,49,6.836618309020996,6.160515022277832,2.061688184738159
1000,100,128,1,4,256,0.1,160,20,6.970949020385742,6.852880020141601,2.2093575859069823
1000,100,128,1,4,512,0.1,160,32,7.111242198944092,7.004361381530762,2.236498966217041
1000,100,128,2,1,64,0.1,160,111,0.0011545111890882253,0.0009168015676550567,0.023959208726882935
1000,100,128,2,1,128,0.1,160,139,0.0010625813924707472,0.0009004449262283742,0.025449354946613312
1000,100,128,2,1,256,0.1,160,135,0.0003354339476209134,0.0004189807164948434,0.013939432203769683
1000,100,128,2,1,512,0.1,160,86,0.001696540703997016,0.001963520282879472,0.02634242832660675
1000,100,128,2,2,64,0.1,160,86,0.0008087690989486873,0.0009362125664483756,0.025065582990646363
1000,100,128,2,2,128,0.1,160,121,0.006507172361016274,0.007834903597831726,0.06389089316129684
1000,100,128,2,2,256,0.1,160,152,0.00440162637270987,0.004467441216111184,0.05009121686220169
1000,100,128,2,2,512,0.1,160,11,0.3919189691543579,0.5414043831825256,0.5691177845001221
1000,100,128,2,3,64,0.1,160,124,0.002245300188660622,0.0018514003418385982,0.033011067807674405
1000,100,128,2,3,128,0.1,160,8,1.9116879844665526,2.294212455749512,1.2600273036956786
1000,100,128,2,3,256,0.1,160,13,3.7399502658843993,3.1278771591186523,1.3722736597061158
1000,100,128,2,3,512,0.1,160,3,2.6423153400421144,2.7600841331481933,1.36721905708313
1000,100,128,2,4,64,0.1,160,23,7.1782425689697265,7.109271545410156,2.248154640197754
1000,100,128,2,4,128,0.1,160,14,7.1783999252319335,7.112246742248535,2.2481418895721434
1000,100,128,2,4,256,0.1,160,17,1.9596228694915772,2.2151466178894044,1.1955824184417725
1000,100,128,2,4,512,0.1,160,62,7.1785282707214355,7.112789077758789,2.2481552505493165
1000,100,128,4,1,64,0.1,160,103,0.00030485912691801786,0.0003546169842593372,0.015662836134433745
1000,100,128,4,1,128,0.1,160,102,0.0010353048518300057,0.0010389491368550808,0.023992466926574706
1000,100,128,4,1,256,0.1,160,109,0.000574889259878546,0.0006515390519052744,0.02053422451019287
1000,100,128,4,1,512,0.1,160,98,0.0007024396676570177,0.0009086169162765145,0.018900355398654936
1000,100,128,4,2,64,0.1,160,27,0.004588023647665977,0.004316019006073475,0.050578400790691376
1000,100,128,4,2,128,0.1,160,59,0.0011272103525698184,0.0014157799538224935,0.02893322229385376
1000,100,128,4,2,256,0.1,160,138,0.0022437263652682303,0.0018202495388686657,0.027802507877349853
1000,100,128,4,2,512,0.1,160,145,0.000980442948639393,0.000979883219115436,0.022342163920402527
1000,100,128,4,3,64,0.1,160,70,0.001393697615712881,0.0014919131947681308,0.028339330554008484
1000,100,128,4,3,128,0.1,160,118,0.07945163369178772,0.07001910522580147,0.18542751789093018
1000,100,128,4,3,256,0.1,160,11,1.7556995964050293,2.124429950714111,1.2675824546813965
1000,100,128,4,3,512,0.1,160,5,2.651478099822998,2.961987266540527,1.4058343505859374
1000,100,128,4,4,64,0.1,160,17,6.793094463348389,6.647036552429199,2.1722063064575194
1000,100,128,4,4,128,0.1,160,110,3.525389385223389,3.803347177505493,1.586676025390625
1000,100,128,4,4,256,0.1,160,21,7.17807788848877,7.106799621582031,2.248124694824219
1000,100,128,4,4,512,0.1,160,28,7.178325843811035,7.105970001220703,2.2481559181213377
1000,100,128,8,1,64,0.1,160,128,0.00023881915025413035,0.00026353934896178544,0.012745070159435273
1000,100,128,8,1,128,0.1,160,123,0.0006251229171175509,0.0006508552166633308,0.021422888934612274
1000,100,128,8,1,256,0.1,160,107,0.000523928515613079,0.000676208776421845,0.01851927861571312
1000,100,128,8,1,512,0.1,160,84,0.0002287703094771132,0.00021820466441567986,0.010395925790071488
1000,100,128,8,2,64,0.1,160,53,0.002272312231361866,0.0022688071336597203,0.041338248550891875
1000,100,128,8,2,128,0.1,160,146,0.011720002982765437,0.008185346685349941,0.06331182479858398
1000,100,128,8,2,256,0.1,160,144,0.0004542976734228432,0.0005322012165561318,0.01696213349699974
1000,100,128,8,2,512,0.1,160,83,0.00044665390159934757,0.0004646495473571122,0.017379479706287383
1000,100,128,8,3,64,0.1,160,109,0.004545109514147043,0.0036672106385231018,0.04961800873279572
1000,100,128,8,3,128,0.1,160,120,0.007165975691750645,0.007461245134472847,0.07316385298967361
1000,100,128,8,3,256,0.1,160,7,6.4171226119995115,6.240773506164551,2.102376766204834
1000,100,128,8,3,512,0.1,160,19,4.687280864715576,4.542836685180664,1.712222194671631
1000,100,128,8,4,64,0.1,160,14,1.928391966819763,2.03216365814209,1.2383145046234132
1000,100,128,8,4,128,0.1,160,85,7.178411827087403,7.111757698059082,2.248155689239502
1000,100,128,8,4,256,0.1,160,38,1.798885669708252,2.0945663833618164,1.2204698324203491
1000,100,128,8,4,512,0.1,160,62,7.178615970611572,7.113408164978027,2.2481560134887695
1000,100,256,1,1,64,0.1,160,116,0.005918035060167312,0.005995208863168955,0.06025441527366638
1000,100,256,1,1,128,0.1,160,122,0.0014908029232174158,0.0015919661661610008,0.030398640036582946
1000,100,256,1,1,256,0.1,160,147,0.0003941439907066524,0.0003484774206299335,0.014899437129497529
1000,100,256,1,1,512,0.1,160,140,0.002157092485576868,0.0022394382301718,0.036708515286445614
1000,100,256,1,2,64,0.1,160,69,13.56867546081543,12.894658889770508,2.975945873260498
1000,100,256,1,2,128,0.1,160,1,7.252356643676758,7.263753433227539,2.256015911102295
1000,100,256,1,2,256,0.1,160,1,7.177022323608399,7.100043640136719,2.2479616260528563
1000,100,256,1,2,512,0.1,160,1,7.2670191955566406,7.125671539306641,2.264555616378784
1000,100,256,1,3,64,0.1,160,67,7.182529449462891,7.0968230438232425,2.2481557369232177
1000,100,256,1,3,128,0.1,160,81,7.178310775756836,7.106143531799316,2.2481560707092285
1000,100,256,1,3,256,0.1,160,32,7.177809009552002,7.109115867614746,2.2480620670318605
1000,100,256,1,3,512,0.1,160,73,7.178223686218262,7.108184394836425,2.2481558418273924
1000,100,256,1,4,64,0.1,160,69,7.178267955780029,7.106691093444824,2.248155336380005
1000,100,256,1,4,128,0.1,160,3,7.1782241058349605,7.108989143371582,2.2481554412841795
1000,100,256,1,4,256,0.1,160,32,7.178360290527344,7.111218948364257,2.248155975341797
1000,100,256,1,4,512,0.1,160,32,7.179145469665527,7.101961669921875,2.248155937194824
1000,100,256,2,1,64,0.1,160,118,0.0008681948005687445,0.000821275720372796,0.02056435853242874
1000,100,256,2,1,128,0.1,160,134,0.002842515390366316,0.0030463743954896928,0.04320248872041702
1000,100,256,2,1,256,0.1,160,119,0.0006760808103717864,0.0006617812509648502,0.019945543706417084
1000,100,256,2,1,512,0.1,160,54,0.0008398529351688922,0.0007563649921212345,0.021790370047092437
1000,100,256,2,2,64,0.1,160,134,0.0514777210354805,0.052456835806369784,0.18908472657203673
1000,100,256,2,2,128,0.1,160,149,0.05928025901317596,0.05445837393403053,0.2068037235736847
1000,100,256,2,2,256,0.1,160,61,2.0004206562042235,1.9457418823242187,1.1427037143707275
1000,100,256,2,2,512,0.1,160,19,7.149046230316162,7.151858901977539,2.245378074645996
1000,100,256,2,3,64,0.1,160,10,7.177019214630127,7.069251708984375,2.2480658531188964
1000,100,256,2,3,128,0.1,160,3,7.082289848327637,7.079534301757812,2.225797863006592
1000,100,256,2,3,256,0.1,160,143,1.828252820968628,2.1822868728637697,1.2587129306793212
1000,100,256,2,3,512,0.1,160,45,7.179197616577149,7.101810531616211,2.2481559562683104
1000,100,256,2,4,64,0.1,160,69,7.178273658752442,7.106629257202148,2.248155908584595
1000,100,256,2,4,128,0.1,160,3,7.178251533508301,7.109667663574219,2.248156270980835
1000,100,256,2,4,256,0.1,160,32,7.178470916748047,7.104780082702637,2.248155994415283
1000,100,256,2,4,512,0.1,160,32,7.179111652374267,7.102061576843262,2.248155965805054
1000,100,256,4,1,64,0.1,160,127,0.00030978289083577693,0.00039617407135665415,0.013576799035072327
1000,100,256,4,1,128,0.1,160,104,0.0008907769457437098,0.0011130317323841154,0.02370208591222763
1000,100,256,4,1,256,0.1,160,109,0.0010259492881596088,0.0011243180092424154,0.0257021564245224
1000,100,256,4,1,512,0.1,160,138,0.0009331465396098793,0.0010297808866016568,0.021593206822872163
1000,100,256,4,2,64,0.1,160,109,0.0008295294223353267,0.0009419203177094459,0.02523903638124466
1000,100,256,4,2,128,0.1,160,140,0.06735238611698151,0.0594344873726368,0.1867223584651947
1000,100,256,4,2,256,0.1,160,8,1.7026455402374268,1.993104305267334,1.228310923576355
1000,100,256,4,2,512,0.1,160,109,0.12268848538398743,0.12542228341102601,0.307306193113327
1000,100,256,4,3,64,0.1,160,141,7.124448661804199,6.962742538452148,2.235199851989746
1000,100,256,4,3,128,0.1,160,4,6.790915546417236,6.725615043640136,2.173650016784668
1000,100,256,4,3,256,0.1,160,72,7.178244094848633,7.109359397888183,2.2481560611724856
1000,100,256,4,3,512,0.1,160,45,7.179052505493164,7.102159309387207,2.248152198791504
1000,100,256,4,4,64,0.1,160,69,7.178260688781738,7.106863975524902,2.248155937194824
1000,100,256,4,4,128,0.1,160,44,7.169856700897217,7.087706184387207,2.2468042945861817
1000,100,256,4,4,256,0.1,160,47,7.178223762512207,7.108185195922852,2.2481558609008787
1000,100,256,4,4,512,0.1,160,32,7.1791157531738286,7.102051048278809,2.2481560134887695
1000,100,256,8,1,64,0.1,160,117,0.00018977017258293928,0.000246855845907703,0.011216744780540466
1000,100,256,8,1,128,0.1,160,113,0.00020414610160514711,0.0002222420694306493,0.010696732103824616
1000,100,256,8,1,256,0.1,160,115,0.0001715119055006653,0.0001760788867250085,0.010683625042438506
1000,100,256,8,1,512,0.1,160,109,0.000515431075473316,0.0005549088248517364,0.01265356332063675
1000,100,256,8,2,64,0.1,160,146,0.5246129888296127,0.490685293674469,0.45648846387863157
1000,100,256,8,2,128,0.1,160,103,0.0027344140503555536,0.0031592326890677214,0.04210798174142837
1000,100,256,8,2,256,0.1,160,115,0.0027478273306041955,0.0033516185358166695,0.047294780015945434
1000,100,256,8,2,512,0.1,160,71,0.3185954248905182,0.3288512796163559,0.45648462653160093
1000,100,256,8,3,64,0.1,160,69,7.178272762298584,7.110152053833008,2.248154668807983
1000,100,256,8,3,128,0.1,160,23,7.178956985473633,7.102553100585937,2.2481572914123533
1000,100,256,8,3,256,0.1,160,72,7.178134002685547,7.110742263793945,2.2481237030029297
1000,100,256,8,3,512,0.1,160,63,7.178853645324707,7.114930152893066,2.24815523147583
1000,100,256,8,4,64,0.1,160,69,7.178264713287353,7.106789817810059,2.248155975341797
1000,100,256,8,4,128,0.1,160,3,7.17822940826416,7.107844734191895,2.2481564044952393
1000,100,256,8,4,256,0.1,160,47,7.178223762512207,7.108187828063965,2.2481560611724856
1000,100,256,8,4,512,0.1,160,45,7.179121646881104,7.102032012939453,2.2481558990478514
